Sample,Twist_0.13R,Twist_0.19R,Twist_0.47R,Twist_0.50R,Twist_0.74R,Twist_0.82R,Twist_0.85R,Twist_0.86R,Twist_0.93R,Twist_1.00R
1155,0.0,-0.9612707533012643,-5.04120298592693,-7.464286360558454,-11.570386518602229,-12.711366412272456,-13.515867103292539,-15.441152568641396,-14.189135626291119,-11.343293363389407
1156,0.0,-1.9048811566003563,-8.214108344087002,-7.510793007693449,-12.053800504420236,-12.193609893600783,-14.605854847137154,-15.086305663170263,-11.405011915514077,-9.515169456309625
1157,0.0,-0.35841985101998564,-8.808401940478538,-7.135564065865285,-13.997343703834105,-14.37129437507363,-14.666533974915964,-15.255013538848493,-11.850046139906977,-11.610259892105201
1158,0.0,-1.4850365017255214,-8.740619344551263,-8.869931339513792,-10.652942969446533,-13.410167128312713,-12.604035684694509,-15.153450515747695,-14.9983430134761,-11.81637562473801
1159,0.0,-0.08484761444528122,-5.514528121178307,-9.229233154159493,-11.440971385014446,-13.518222901202954,-14.695569481695818,-15.330851717708827,-13.395221668639177,-11.422007884665065
1160,0.0,-0.5652528000668728,-7.794565699714061,-6.400988741486421,-12.496595441207642,-14.705992521489284,-13.954461684629422,-14.913825719202977,-12.115835933263659,-11.316842001305869
1161,0.0,-0.8466080062310466,-6.904762071093797,-7.621978678174784,-10.757237592454675,-13.687089560475641,-12.900071835762677,-13.959695686060794,-11.738167610911614,-9.640093944734069
1162,0.0,-0.47054971617223584,-5.370951577210114,-8.739790577920008,-13.337580157598165,-12.840395264289011,-15.606744159056854,-14.003560480529238,-15.113054184894937,-12.040348983884048
1163,0.0,-1.2727921104053566,-5.067251871609019,-6.905946451349617,-12.793323624109712,-15.072032390324463,-13.423410016553264,-12.762501729614915,-11.619724317828426,-12.604767779816452
1164,0.0,-1.2523992300755085,-5.29093589437302,-8.17651039594863,-12.560471642976996,-15.555146523601547,-13.829534692541701,-13.181669908748319,-13.83479533974094,-12.408133607527194
1165,0.0,-3.134967949996931,-8.040867562954055,-8.806393957896507,-11.617792289802289,-14.075948296506041,-16.234103494376065,-15.037591492759713,-13.475291433115883,-12.614522872516332
1166,0.0,-3.1132703122365655,-5.574257286383366,-7.128138813016595,-10.427986978150104,-13.719272739716917,-15.478506445249065,-15.572900067911807,-11.553900176364595,-13.034877450136774
1167,0.0,-1.3558008890640045,-5.831737618395957,-7.690688312632181,-12.575392018008154,-15.655320997007564,-15.36754242374124,-15.922731858328534,-11.482104472996996,-13.332342078482226
1168,0.0,-2.3792331073753474,-6.065550200373794,-7.893512097269071,-12.411167363170229,-13.60416951629143,-13.97003457725437,-14.971564283514644,-11.715098752868379,-10.793565424205463
1169,0.0,-2.750325576922959,-6.078814846341542,-7.093838338574156,-13.312343195982494,-14.214123053807624,-14.985306934767562,-13.915189072681244,-12.841904061011714,-12.85581293684211
1170,0.0,-1.941498860780441,-8.514038314475755,-8.890960773936813,-13.885792203873073,-14.392867302176228,-15.009924291439225,-15.601304975961286,-14.462218914255084,-10.789018544150373
1171,0.0,0.0906087657287098,-5.644130737944479,-7.686689299064142,-10.409434162126107,-12.554314142724614,-12.97469667979654,-16.093379820644934,-13.403551081803727,-11.15903702358765
1172,0.0,0.6660862849445999,-5.663850661717598,-5.834946874107816,-13.026320548820223,-13.883545863127768,-12.984486279150786,-13.435685642619998,-15.01517428868231,-10.758788186012795
1173,0.0,0.378887233282835,-5.149065617536916,-6.8838494656917995,-13.968428726099523,-14.361856316905103,-13.48806268208292,-13.007538406563066,-14.297839336261422,-12.360788104381973
1174,0.0,-0.7741461343739906,-7.907609335062986,-7.0056857297113835,-13.680672514775976,-13.559037186571372,-13.80761893813602,-15.8683840859545,-12.089257951512781,-10.630861261319032
1175,0.0,0.13765116849549175,-8.6736628804145,-9.0946493616644,-13.74786885223131,-13.80713786773964,-15.631029019962769,-15.908846611888437,-14.742801341779712,-9.743635932549674
1176,0.0,0.2026449983010279,-6.067547380262246,-9.282842168319222,-12.142522874449405,-14.178173730437056,-15.463553311979968,-16.036830552861034,-12.191018447184193,-10.750938686470395
1177,0.0,-0.2868622757127386,-8.603367799154135,-6.879217468231517,-12.441944107597289,-15.770277807815297,-15.033147038626465,-15.274126480326803,-14.691615836837416,-10.095232622666503
1178,0.0,-2.362856757631985,-8.299604471309287,-8.112910005216984,-10.800455572190627,-14.204945001522221,-15.638141663593274,-14.145795722219278,-13.00946191674947,-10.27552063157243
1179,0.0,-0.7537489866080369,-8.347583145177628,-6.348863705180507,-11.372237272803051,-13.81074672955996,-15.315868169428759,-13.649898180982461,-14.159535741731046,-11.626408861166142
1180,0.0,-1.3203888997169284,-8.62375954302176,-6.790283831846022,-11.057168274954664,-15.330756503364558,-12.950604022015922,-14.469354764051353,-11.871919138153302,-9.931555267476481
1181,0.0,-2.796972325186203,-5.314881423016404,-6.081815328376645,-11.889156214196948,-14.148993278046133,-13.163365671739061,-13.390474307634259,-14.890127470975148,-11.989710222880971
1182,0.0,-1.649214523401399,-7.792329754202449,-6.842596095853001,-13.907979867025178,-15.659268847264928,-12.505272224281933,-14.742144327326416,-14.957937983468486,-10.011785565779117
1183,0.0,-1.2690955648845266,-5.256618777832902,-7.773396110456773,-13.673666748788943,-13.901572242819647,-12.893954094744096,-12.929273710797334,-12.802642450863116,-11.172995855226137
1184,0.0,-2.879632634335901,-7.13453068517443,-7.0204628165098875,-11.831449669160651,-15.33488885485303,-16.25763314079038,-16.570287367172316,-12.944671392926299,-13.44253619981318
1185,0.0,-3.1233957362961324,-5.075518658426653,-6.902912005391773,-11.084956058752798,-13.120264063765578,-12.669403656187626,-15.775984635267196,-13.919555843681662,-9.926446224646376
1186,0.0,-0.27924624547918864,-8.864589913621327,-8.090060353105832,-12.876359645711311,-12.600205187144528,-16.232391865107136,-15.005591208842898,-13.54458566426806,-11.31551407990189
1187,0.0,-2.8658977251096855,-8.907148546230134,-6.53697081788402,-14.03350025435118,-15.458194180279786,-13.418856424174969,-14.528997649189863,-13.211662102620796,-13.367628435320462
1188,0.0,-3.0956965307197,-7.427395745855735,-7.277061111614369,-11.185655758642685,-14.06174656483051,-12.928960969185317,-15.427971323815775,-14.709749636249958,-10.901020939330843
1189,0.0,-1.670138575190694,-5.546448984101744,-8.453552797158753,-10.470222308513996,-14.882939600132637,-13.591209704384209,-16.35775669365674,-11.441694227725787,-11.93152855584212
1190,0.0,-2.8508153884852225,-8.498284498508683,-7.347339298619116,-13.398362577244976,-15.299122628966817,-15.579961356364926,-16.457100619551614,-15.07929111373452,-11.277355150943833
1191,0.0,0.020339223284648877,-7.244869961356214,-8.696995019802106,-11.090351944027848,-12.899229359775475,-14.718591516012648,-12.939015249497778,-11.59353311438702,-12.648035139809364
1192,0.0,-1.7331278310531688,-8.58234689003462,-7.012558766679568,-12.856069426560174,-11.988338925520372,-12.685973258786573,-13.009997045522399,-12.00543969583978,-10.977223713709542
1193,0.0,0.28844598609380157,-8.649793108544369,-8.047038610119131,-12.754070567998834,-12.41341879164116,-13.161969205004144,-16.19451610591194,-11.868926931130922,-10.902722548802103
1194,0.0,0.09921906501154032,-6.2854427999877505,-7.058756808779512,-13.547882168250917,-15.493579316907526,-14.774055294050175,-13.973637097764067,-13.609545714844877,-12.003032987456763
1195,0.0,-1.9749936347934929,-8.397671053806933,-7.168849570578326,-13.460318924686586,-15.534625797665697,-15.244530404806714,-13.403362118059302,-12.20235774670008,-13.477289544872866
1196,0.0,-0.45493193389452724,-5.003679321858824,-6.574969997486434,-11.669859607869139,-12.793800938255771,-15.174370575158207,-14.953372332704703,-11.89042924949824,-9.853646608612461
1197,0.0,-1.657271446309073,-7.136588235388563,-6.130498247256767,-12.486859155310091,-13.167601445942921,-14.087592323218079,-13.38206675245111,-13.646604574430942,-13.47484570192694
1198,0.0,-2.0391711640268886,-6.216299054017629,-8.544670566041058,-13.157771194041135,-12.580953095026826,-13.385488286452086,-14.886969557012991,-11.4189299651528,-12.439243851050167
1199,0.0,-1.924518729024379,-6.294499604198611,-7.657978707709783,-10.711737984018638,-15.3014755097929,-14.32427428907811,-14.40606044942237,-15.090350825008393,-10.473875461929016
1200,0.0,-1.829632579540498,-6.003046152024977,-8.737937561182736,-13.202293164205804,-12.387118300880012,-12.600366444252797,-13.916612857209609,-12.139880270037926,-12.721736557033097
1201,0.0,-1.586203597571261,-6.788499087611122,-7.343189014939164,-11.828122705574682,-13.483100169294703,-16.40116898287159,-16.434581934362658,-14.12858624596025,-9.71645815853754
1202,0.0,-2.8618713527403923,-8.446777742281396,-7.699170538126228,-13.148603149148506,-15.26340532800883,-13.126202882542117,-16.022143283086187,-11.779488567521163,-13.21345333591663
1203,0.0,-2.938530002672281,-5.462710093425449,-6.671914521002666,-13.11820866058999,-13.130366294133093,-15.564860076729946,-15.59256419781211,-14.915298017097264,-13.007381203445894
1204,0.0,-1.73105277616778,-5.055222394602806,-7.614866841664041,-13.98152077450745,-13.376084196995691,-13.63462578267331,-14.22936886008279,-11.67465929021575,-13.464157070560885
1205,0.0,0.2993099731430666,-6.911422989543577,-6.194243969730507,-13.739449262728423,-14.365550911432715,-13.683270601488845,-15.848488468097115,-14.777610590714389,-12.816428885003557
1206,0.0,0.2241883580956574,-7.193413291398284,-6.840109439853294,-10.459598574237322,-13.63501286708072,-12.514905297792625,-13.616841022385398,-11.26121326013288,-12.489449157001566
1207,0.0,-2.463791953231449,-6.616545889625893,-7.919261552545821,-13.977372685222935,-13.211349594279573,-12.708986001295566,-16.176782045096406,-15.139524757634133,-13.384600019608081
1208,0.0,-1.9584161063247965,-8.17909165838752,-6.688535221715325,-11.310066466325528,-15.716103151486765,-13.307390021052772,-15.365946291691984,-12.722909376767252,-9.732294122251169
1209,0.0,-1.1116361664210586,-8.336522871793946,-8.723991252923208,-14.051126528331654,-14.07246526509712,-15.170992009539049,-12.62267076254366,-12.359558943969253,-9.862211631771615
1210,0.0,0.5902859945659347,-7.349534673788527,-6.513722727607803,-11.187789987492083,-13.516459555645886,-13.283042011614457,-15.339699844440332,-13.270754775944232,-11.09812081515359
1211,0.0,-2.914583268713077,-7.484483840622949,-9.437740125237378,-11.410927692698818,-14.329367088474893,-14.511924238299382,-14.29459837570477,-13.799522399115054,-11.692045528243037
1212,0.0,-2.464208232350623,-5.084323730180007,-6.868624836673745,-14.322805974430258,-15.226954031781464,-15.246490662692565,-14.72413243063922,-12.71935504618368,-13.288047322707069
1213,0.0,0.07038105873028222,-6.751858309650302,-7.011420737827319,-12.40319192103455,-14.739314037058657,-13.349304444093235,-15.007863410272131,-12.277928611742388,-13.380853423283817
1214,0.0,-2.2192341583522968,-5.829605614107468,-7.006002076314344,-12.483054031833655,-13.219305752679634,-13.671434410899474,-13.884737578818791,-13.452591288841223,-12.846364285133136
1215,0.0,0.4008843689018944,-6.567838606864504,-9.519791956301448,-12.880719931854316,-13.684515710279875,-13.87157758764534,-14.735449960036487,-12.789010679662274,-10.300778060519079
1216,0.0,0.62575240419251,-5.987570277178184,-6.321234928887163,-10.764753763359476,-15.391837575952133,-13.179319345412823,-13.613858477733686,-13.774948824920678,-11.450909235648128
1217,0.0,-0.617874478580628,-8.961919582856487,-6.135921534637758,-13.035637794787814,-13.302924812289648,-12.474420598588537,-12.614766881762556,-11.995876594983034,-10.31072710859016
1218,0.0,-0.3755134348536471,-7.569846008702181,-9.251940784325763,-13.72989534829375,-15.223110115195444,-15.0409837601493,-15.355975281017535,-14.330436358409159,-11.75037506052337
1219,0.0,-0.8759263645954918,-6.781378389643647,-8.017072608019596,-13.240264099585682,-15.645026480498032,-14.929888442307043,-15.919205782646696,-11.640809257244879,-11.76910220600293
1220,0.0,-2.1097722901740354,-7.0658256973222695,-7.082800176331306,-11.051216122004869,-13.918558405225365,-16.358902170592316,-16.514439765273565,-11.81706294452373,-13.17515648026993
1221,0.0,-0.20467567347226145,-8.418544236601276,-7.956302051213263,-10.622279087332412,-14.185422922231428,-14.516443276007145,-12.870235954042213,-13.997997743379528,-9.898519833003778
1222,0.0,-1.1357920966308561,-8.279218371907502,-6.897430140333613,-11.751121837823,-13.34636162239012,-15.431694103142904,-15.215655945532973,-13.1426993709307,-10.893527701392824
1223,0.0,-1.9630860805166888,-5.77381809828112,-6.373605648742608,-14.244081991539604,-13.587758551944383,-14.915937132835957,-15.375484312405248,-11.986239827061693,-10.957614751779674
1224,0.0,-2.453294978085247,-6.3306776526350435,-8.915768061102385,-13.845131133376906,-15.181705855862038,-15.637340227497168,-13.25657703220741,-12.093950037391721,-11.16514201109588
1225,0.0,-1.3010335104836528,-6.672807019256506,-6.146272688406155,-12.377372425760072,-14.832861598396011,-14.55786922502071,-15.257930194337236,-12.567535281710699,-12.650484989527405
1226,0.0,-0.9814319593616077,-5.008040843501929,-6.649652801005617,-10.734987237134181,-14.84587347929977,-16.26875552008265,-16.178526347208965,-13.139990112677511,-10.485061355743024
1227,0.0,-2.237726365084821,-7.453822114328041,-6.493036937425563,-13.206911427851038,-14.051105771909544,-15.605695479005762,-15.9139293204632,-14.746656644218739,-11.90347726076424
1228,0.0,-1.8305707489545797,-7.311221906082663,-9.017609579176437,-14.127772972649323,-12.858897432368558,-15.826739511365131,-12.894506903224022,-14.416266834340835,-12.238729835137288
1229,0.0,0.3442560443905047,-5.464837619032421,-8.716634586331622,-11.049478264489172,-12.622431168943251,-13.370512573604975,-16.553871817296674,-12.476163179385233,-10.532829262360487
1230,0.0,-2.5651535023847893,-6.870460521431228,-6.83456202496847,-13.784443690729496,-14.02669037114412,-13.587797011510157,-14.420863174693142,-13.420835658033045,-13.42077316176035
1231,0.0,-1.011928231453875,-5.900234598872439,-8.25374375084188,-13.594654322135456,-15.84391302318341,-12.656630454492486,-13.582165748726512,-13.307040083768705,-13.01045573115862
1232,0.0,0.5444940203690529,-8.587314611236655,-9.423372938315845,-10.468386978977222,-13.77341726052977,-16.27662266205396,-13.00399734805612,-14.909463535326147,-11.041180823014816
1233,0.0,-0.3657342355584312,-6.647178623399438,-6.621105499733551,-13.19247463120561,-14.43535622399065,-14.954749288856497,-15.518086165255623,-13.60563212359274,-12.454103746333297
1234,0.0,-1.787344600245681,-5.08631344178297,-8.996865139033142,-12.101718183317093,-13.074188839098227,-14.403334301357106,-13.697225237484972,-13.769735059492712,-12.466345469742649
1235,0.0,-1.9355995750092716,-7.054900242393482,-6.722857287824986,-11.66272356870168,-12.93877114829239,-12.78903991925285,-14.844213599645846,-11.866850131739746,-11.731303962430118
1236,0.0,0.0010036152931234277,-8.494331658937698,-8.530726103403584,-11.808885923348852,-15.351337749629266,-15.059801532645075,-16.485100751025175,-14.667352736256234,-11.412154379250879
1237,0.0,-0.5239089340586953,-5.374630417380711,-5.5887085834993755,-13.850445685561283,-12.26216934014353,-15.897580093580283,-13.842480980163412,-13.01056537547069,-12.062363592553213
1238,0.0,-0.48194977056059773,-8.043562069594557,-7.279859799299961,-12.187723446734106,-12.77181259359909,-16.2509580681037,-16.144341082874714,-12.582653760668714,-10.240584903033962
1239,0.0,-2.4354342676752028,-5.406051345372615,-9.426284084429836,-12.675365770240509,-14.3562468847076,-13.03609658370154,-16.26021843032922,-13.615381348306085,-11.602278650518809
1240,0.0,-2.592292608722273,-6.202460600393517,-6.711501821408393,-13.770400705824521,-12.218070750793448,-13.063811726711151,-15.99975263684858,-13.930369638001793,-9.988530685179548
1241,0.0,0.18562288485711287,-8.945439069077922,-6.472500017768379,-10.479862899514757,-13.877655282048767,-15.94117680225514,-15.660017876449427,-14.907767338812832,-9.553455523293065
1242,0.0,-3.195575814793082,-8.700143650409142,-7.811417120340437,-13.815609178947248,-13.819913270712313,-15.587160940945564,-14.027016083703998,-12.440850793579964,-10.81140257536193
1243,0.0,-0.21584164260942895,-5.457199510097432,-9.246454567283017,-12.678035147900617,-14.773238226236534,-13.583729195776037,-15.980131950555146,-13.258795142417922,-12.971880093852162
1244,0.0,-2.7250033539917133,-6.0544413164595765,-9.144707312823538,-12.87481627913239,-14.760234579028833,-13.137321584487696,-14.135184328658184,-12.04529544575573,-9.97922158313736
1245,0.0,-1.3100333441365768,-5.934348925699132,-6.442331144003892,-10.812195902972595,-15.597470951546397,-14.186240274428956,-15.2413363881469,-13.954356780619307,-11.060236620356495
1246,0.0,-2.578325060097232,-5.637016806913076,-7.319290965019716,-11.147623849720116,-13.472257124410929,-15.12723237349477,-16.469547679198822,-11.920624810343014,-10.866159431158735
1247,0.0,-3.028311891926133,-8.37618311729512,-7.461774423862045,-11.85475340333672,-15.68704669721027,-13.067537376303608,-12.69474299684424,-11.613298205309254,-13.026153359706436
1248,0.0,0.03703818870486275,-8.248193037932339,-8.48649656828136,-12.586586681655191,-14.793435167607774,-13.467348208372577,-13.527494160177863,-11.620123510094473,-9.971987828424346
1249,0.0,-2.6741088400574196,-8.421651495582877,-5.635480537866961,-12.471183523580983,-13.490877714330288,-15.00751426470654,-14.041479715606538,-12.208274356670978,-12.907585264945922
1250,0.0,-3.13815711399487,-5.937001092284257,-8.791290163653134,-12.71364337771475,-15.822926220436186,-16.18847371615513,-14.324981319230913,-11.268500416220874,-10.945057450762912
1251,0.0,-2.314925016366213,-5.1675610089675,-7.258480180226885,-12.122399970368381,-15.698948370679133,-15.25410100873038,-14.86445868125687,-11.518707409828375,-9.984975259425122
1252,0.0,-0.6285388734224506,-8.433121272989416,-5.81975682933289,-13.537087454922714,-15.796573679043473,-15.792123961944004,-12.798273332609497,-14.827122434737094,-13.215367417676209
1253,0.0,0.23190066411289179,-7.774371099659426,-6.228638162541353,-10.412639546217761,-12.373916814028355,-13.544407541195884,-13.066125040698958,-13.022706029658623,-11.84626888394206
1254,0.0,-1.3142531639302715,-6.0848149013222335,-7.3146127822785,-13.47418345355231,-14.449208606858853,-12.74100339953204,-15.044154199337902,-13.985725488948027,-12.350569426116424
1255,0.0,-1.3199227615698943,-7.199863077265112,-9.474868193252437,-14.262457133880876,-14.13966970542506,-15.660722571683245,-14.690327101389341,-11.957103215431637,-11.678978804885402
1256,0.0,-0.9117000357576281,-7.127458562759678,-8.813752278973674,-13.585469405824774,-14.901284349921296,-14.525000354304554,-12.917975106578993,-13.377918329647999,-10.039697705963071
1257,0.0,-3.039550638427571,-7.697155119100236,-9.472519506721053,-13.235750878054176,-14.038021632269757,-16.108454879933586,-14.562807464890168,-11.647172314310467,-10.671121758640721
1258,0.0,0.3976483683472294,-5.196209596399626,-6.91844465785517,-10.586697417577792,-12.990028107375839,-13.261384911641098,-14.222495454871474,-11.728702808873095,-13.300669803381167
1259,0.0,0.10697634039824289,-7.391719599444189,-5.990298779907011,-10.554681454226461,-14.169384057615463,-15.04208846282656,-14.477659957270323,-13.897923650280994,-12.525215274405165
1260,0.0,-2.2719130167420616,-7.352826123658863,-8.53283006346131,-11.232212497818827,-12.89407089387,-14.600489008636268,-14.982956257314202,-11.805015364781724,-9.726435150763482
1261,0.0,0.0347743886506775,-5.116362411749677,-9.54065242228054,-10.766391419030377,-15.37539332719998,-15.149033145016444,-15.405472202198144,-14.802114496339183,-13.16285072416047
1262,0.0,0.37206608284203746,-5.860107239029412,-6.818836757379392,-13.54208079643771,-13.14029330664194,-13.550925052903146,-13.294315026795367,-12.725037510849926,-10.82584546336554
1263,0.0,0.26959918488360524,-5.348214373019424,-9.467650553123965,-12.236920539694827,-12.935765222197688,-13.13861224658933,-13.899255064010374,-13.495846627108602,-10.152343391598896
1264,0.0,0.4663985428813895,-6.71326303349969,-6.481625893489253,-13.678341386689906,-14.336868172940674,-13.298257674456952,-14.75992016421597,-15.190125383445919,-10.136130966795989
1265,0.0,0.2342036876156368,-8.362601524296274,-7.837194040065694,-12.866574951057814,-15.327297516751255,-13.74038493873854,-15.486917738916102,-11.605066984349559,-12.746667285780575
1266,0.0,0.6014965987774623,-6.452280413335342,-7.601412288672616,-11.154336565431988,-14.804584252782377,-13.238673817529232,-12.81890873359396,-14.955405137399099,-9.644855890269309
1267,0.0,-1.1177421872428708,-8.435359571293239,-7.28767697343226,-11.227432707922661,-14.636297263599673,-12.779955854603728,-14.487573172531537,-12.427145443537267,-11.786330461881477
1268,0.0,-0.236345361297158,-5.53322866234972,-6.200832394266004,-12.96535171900103,-14.720744855449798,-15.611025690342913,-15.658375916075926,-13.202310402288587,-10.872151289527396
1269,0.0,0.3763607213902027,-6.685110772503158,-6.433894282079813,-13.941498972562718,-13.037537526320499,-12.767018116868392,-15.63963090787305,-12.205884126890627,-11.449443480504671
1270,0.0,0.7077888221182262,-6.505302039718506,-5.600240866424482,-11.016154444844837,-14.22738580081023,-14.641669570863847,-16.476317682981456,-12.24814829721593,-11.937773045788385
1271,0.0,-1.9662644186739817,-4.998070172187488,-8.049442108737534,-12.93569543110819,-13.711028946682928,-13.499079850488187,-14.454673721025454,-15.066476926397732,-11.281510464140352
1272,0.0,0.08630143118375777,-7.15264248951633,-7.966547638369751,-12.26453558343909,-12.984101190836045,-15.59456215004968,-16.504051301833936,-12.183576815244937,-11.616511853658062
1273,0.0,-1.0453803103787025,-7.5610863767710805,-6.205674927259954,-11.799920757455114,-14.878734583228258,-12.456176681639779,-15.707499291528771,-14.596042604652398,-10.408445926668971
1274,0.0,-0.9121065013369463,-8.297796296743238,-9.382010594163404,-11.53298548433003,-13.248847998254318,-14.381305489329096,-12.87657948817714,-11.365747390800937,-10.355468691483162
1275,0.0,-0.1668645888519844,-6.906716052499024,-7.189631776494995,-12.20351412059707,-14.548798000116047,-12.786682743725219,-13.418077775979324,-12.21416341449088,-9.554107836911108
1276,0.0,-2.110048830972696,-5.252305744764281,-8.409714283635362,-11.591596318621512,-13.127691147695657,-13.32524760072285,-13.457248126202481,-11.832247863493105,-13.135397930707285
1277,0.0,0.5414399471782589,-7.333038506659571,-9.291909445207601,-14.141741230788636,-12.588466387014591,-13.381473301231399,-15.500208181499918,-11.934053484971487,-10.098056348549564
1278,0.0,-1.928340492968436,-6.663389896804187,-8.960726611786916,-12.944031884877933,-13.475976045262753,-13.013066756806463,-13.534787760430222,-12.741037699790096,-10.381039941819717
1279,0.0,0.19705952684581396,-5.46122589780893,-6.029771253239737,-14.316603427384154,-12.248973937245692,-12.628007287992393,-15.681719628562636,-14.948611807777825,-11.288542593796656
1280,0.0,-1.977995074338422,-5.76916878587749,-7.386246086492282,-12.394531049939786,-14.292706453176532,-12.93397212009574,-13.76086124335583,-12.696460267976585,-11.637139461934826
1281,0.0,-0.38080951931611384,-5.334109920776283,-6.985721839224909,-12.564031375054567,-15.93779696727149,-13.473583717407202,-16.330151646420283,-13.875447222155625,-10.001541883364279
1282,0.0,-3.2092046141468575,-6.181155341600311,-7.794099374052496,-11.566118992743645,-12.80145457729967,-15.092211130357837,-12.944483688201412,-13.074997673187646,-9.562328327347226
1283,0.0,0.1484203208789001,-7.713614756047557,-6.567684286422522,-10.368099136241549,-15.096855746322467,-16.11569383534543,-15.610726438780612,-11.699391640756645,-10.97517849180838
1284,0.0,-2.2826944172334143,-6.420552809658179,-8.979305486184199,-11.416267248274005,-15.237720245038176,-15.60315288688216,-14.132223007010252,-14.919407055290385,-10.664862225099764
1285,0.0,-1.1864081628307264,-7.443922138585849,-6.6454392955700285,-12.579185987246655,-14.261697734362118,-12.753087739579763,-13.620882941224666,-13.398378893719721,-13.076306780850237
1286,0.0,-2.8368639386327437,-5.222911949158055,-8.623466625010462,-13.496884170020074,-14.26318631840113,-15.097665037048152,-14.20598666939102,-14.248645050630302,-10.577803908927457
1287,0.0,-0.767612101743707,-6.282136013380638,-6.580668317861708,-11.840438085919669,-13.171328768544846,-12.785110598272436,-14.164989702105178,-11.515527127527614,-9.614666617391624
1288,0.0,-3.1767655045911063,-5.16173126789645,-5.63794441701852,-10.909552714681535,-12.284434141949554,-14.538225303264326,-15.99441841029553,-12.542845522730046,-9.602473394055496
1289,0.0,-2.273802082296144,-7.117341445803534,-7.866833458489566,-10.912547623465723,-13.240761322010282,-12.844952101190733,-13.325427644704352,-13.424178683116457,-9.567697665879578
1290,0.0,-1.6202551200622604,-6.480524900163944,-8.781987179791546,-14.060380417268089,-14.546202284375571,-13.289276810603837,-14.590786258159701,-12.794183670868536,-10.072007484856698
1291,0.0,-1.4461583231527628,-8.859045471157543,-7.330461785890263,-14.041555104268637,-15.015715017266142,-16.43828966603543,-14.678674039741468,-14.078293148250935,-10.016573385407163
1292,0.0,-1.206478408837501,-7.755573729801873,-5.612690959356028,-10.400991129597488,-15.177347790210945,-15.233644513298303,-16.528602418180643,-13.038418441335407,-10.233956906747512
1293,0.0,-0.7846402950892948,-6.899342136198362,-8.953355682081355,-11.419028058891199,-12.11045689489097,-15.690282914841907,-16.07897403228983,-11.657021859073422,-12.84554673351355
1294,0.0,-3.1734196668879044,-8.52382408255767,-6.761941721123775,-11.071455702652399,-15.03215302249766,-15.552810236618434,-15.47921760473968,-12.849180390142898,-11.85436288757166
1295,0.0,0.704834110541098,-8.524699361015761,-7.254677853689687,-12.803668014010603,-11.940843866317337,-13.08905479190813,-15.903125745722068,-14.693125993559702,-10.008426243027566
1296,0.0,-0.1851989067262978,-8.082669247217888,-6.809310040589192,-12.886291395197931,-15.487988231189266,-15.679544086582906,-16.138834502866967,-11.682602703701727,-10.104775604069635
1297,0.0,-2.4674424165455475,-4.991310815599169,-8.169404185024002,-13.351777998390903,-12.33091259045262,-15.493339042296896,-15.952883015909919,-13.75927619615624,-12.702949647273925
1298,0.0,-2.2155533272546757,-7.492010520246566,-9.48443142191158,-10.658592875250326,-12.763890789012502,-12.989014092425933,-16.470728703759995,-14.244808624231226,-12.748903644566866
1299,0.0,-2.327735660780228,-7.70592467173136,-9.42168832927948,-14.167683313526837,-12.26039803022191,-15.666537356143523,-13.837192098361115,-11.225312274826882,-10.816405410746892
1300,0.0,-2.499492563745493,-7.372399927105839,-8.22852602129318,-11.946613591075963,-15.42169198283298,-14.921464167793742,-14.085061370871447,-11.91163949859627,-11.481625856494672
1301,0.0,0.6732203338081026,-8.647562874574973,-7.584412485544004,-12.05500645769991,-15.848236483460777,-15.986853588971181,-14.753040731539533,-12.076159836715831,-12.536925225523463
1302,0.0,-2.23330334108592,-8.233228176469488,-9.040108707775783,-11.950190679371815,-12.376702712491909,-13.165685371445832,-13.407739512106334,-12.624619225739416,-11.217437784170482
1303,0.0,0.1588452188152969,-7.895966844517518,-9.23018928782458,-13.17109576148448,-12.305185075297743,-13.082615337141903,-15.052093906494981,-12.610104209071375,-9.636907236108401
1304,0.0,-1.333384947578888,-7.2634003515716055,-5.774361939699444,-13.063715944282011,-12.47875432485194,-13.627928735803945,-15.204236319268851,-12.44767290939727,-12.305816676306492
1305,0.0,-1.5556453510522874,-8.857617682282399,-6.5247226200308095,-11.267426686213442,-12.237158693132022,-12.650848958262863,-14.499986223392106,-12.58458090943629,-12.820826288044376
1306,0.0,-2.239805722074676,-7.190578016558192,-6.488305362284257,-13.47061999949934,-13.095518623354202,-16.227719708019404,-16.146228889975244,-11.727243425362149,-10.25513457381119
1307,0.0,-0.21333759557102683,-6.613342112742252,-8.045918934940532,-14.222693058416853,-15.130599533843471,-14.079162450571642,-15.670858836918477,-14.904947508544625,-12.600138553987009
1308,0.0,-1.6062964843539072,-6.633870749873185,-9.20813658290334,-11.389180291185362,-15.353509150058036,-14.59802372705688,-14.602445496295866,-13.480754144061699,-9.611013634894137
1309,0.0,-0.5066831905895115,-6.913297998516297,-6.248452795034501,-12.724050965872857,-14.996003142101635,-13.6506910240239,-13.174723325598388,-14.471897208234772,-12.54008956142504
1310,0.0,-2.1630601301202703,-7.201155626628527,-6.755398550023795,-13.61927746920028,-11.998016278987448,-13.557263715346817,-12.808644775879399,-12.853545737922694,-12.426376730772272
1311,0.0,-2.8474324113039544,-5.357250990667378,-8.411304581770654,-13.720351895374176,-13.723338348002665,-15.391473956817283,-15.422978820522474,-14.676680731365975,-11.476333109698576
